id,emotion
0x264666,surprise
0x23ddd0,surprise
0x2bf45c,surprise
0x1e25e6,surprise
0x2e14cc,surprise
0x2a9882,surprise
0x26b3e7,surprise
0x3244e8,surprise
0x31f1b9,surprise
0x34acda,surprise
0x30d3ed,surprise
0x2aeebc,surprise
0x32304b,surprise
0x2ff7e5,surprise
0x29fc64,surprise
0x27220e,surprise
0x338617,surprise
0x21b1af,surprise
0x2c64a8,surprise
0x1e8a65,surprise
0x353e03,surprise
0x38a766,surprise
0x30e117,surprise
0x3247d5,surprise
0x26bc01,surprise
0x3393df,surprise
0x305260,surprise
0x2353b4,surprise
0x1d69a1,surprise
0x201f8e,surprise
0x1d81b3,surprise
0x352060,surprise
0x232be6,surprise
0x2171ea,surprise
0x22727a,surprise
0x2a6ded,surprise
0x282464,surprise
0x2e4acf,surprise
0x2400e2,surprise
0x21f3fe,surprise
0x30cdea,surprise
0x20c4fc,surprise
0x352879,surprise
0x2429c1,surprise
0x305dbd,surprise
0x22a33f,surprise
0x3112aa,surprise
0x2d92f2,surprise
0x2f6701,surprise
0x201541,surprise
0x1edb13,surprise
0x29321f,surprise
0x312439,surprise
0x31a570,surprise
0x256501,surprise
0x2e1d90,surprise
0x2ccf11,surprise
0x1e5c0e,surprise
0x3858b8,surprise
0x207491,surprise
0x2205ea,surprise
0x35f3ff,surprise
0x2d1a65,surprise
0x20a0ba,surprise
0x37f8d3,surprise
0x35c130,surprise
0x2a0c42,surprise
0x37bedf,surprise
0x37f718,surprise
0x1f1d5c,surprise
0x2c381a,surprise
0x22cca2,surprise
0x330a99,surprise
0x1faf89,surprise
0x2978e9,surprise
0x33d961,surprise
0x32dab2,surprise
0x2ec161,surprise
0x2cc419,surprise
0x29c8a7,surprise
0x29195d,surprise
0x2e26a6,surprise
0x279f7e,surprise
0x231cde,surprise
0x2e3534,surprise
0x2dc041,surprise
0x1f4a1c,surprise
0x305216,surprise
0x2840bf,surprise
0x242c87,surprise
0x1d2ee7,surprise
0x230a39,surprise
0x298c5b,surprise
0x2a640e,surprise
0x279ec8,surprise
0x2f6093,surprise
0x2c1a82,surprise
0x355719,surprise
0x23adbd,surprise
0x227d33,surprise
0x1e44c5,surprise
0x210144,surprise
0x2bbbd2,surprise
0x258003,surprise
0x346dbd,surprise
0x1fec2a,surprise
0x269de7,surprise
0x207985,surprise
0x1c9ae6,surprise
0x2d5685,surprise
0x289683,surprise
0x2f27d1,surprise
0x20717e,surprise
0x2e4616,surprise
0x23b84f,surprise
0x3887a0,surprise
0x37f62c,surprise
0x214981,surprise
0x1fcd29,surprise
0x2f4be7,surprise
0x2cc63b,surprise
0x2d0bc5,surprise
0x369321,surprise
0x295228,surprise
0x2be50f,surprise
0x3043a2,surprise
0x37c85a,surprise
0x236c13,surprise
0x24c43e,surprise
0x243612,surprise
0x290066,surprise
0x331fc1,surprise
0x24a358,surprise
0x22248c,surprise
0x28ce7b,surprise
0x35cfad,surprise
0x2ea341,surprise
0x34d60d,surprise
0x1e0cb0,surprise
0x2ff177,surprise
0x271e20,surprise
0x2f137e,surprise
0x21f2af,surprise
0x31dd24,surprise
0x31e44c,surprise
0x2f648e,surprise
0x251251,surprise
0x2379ba,surprise
0x1ffea5,surprise
0x2da224,surprise
0x2f51b4,surprise
0x298d4e,surprise
0x226c74,surprise
0x286992,surprise
0x34fccc,surprise
0x2f93ac,surprise
0x243a9c,surprise
0x239c03,surprise
0x282c54,surprise
0x2ce8d2,surprise
0x2500ec,surprise
0x3230a4,surprise
0x2ab55d,surprise
0x236411,surprise
0x26f269,surprise
0x349d84,surprise
0x1e1224,surprise
0x257162,surprise
0x2ee5c2,surprise
0x1c84e2,surprise
0x386ef3,surprise
0x3607dc,surprise
0x200183,surprise
0x1d8943,surprise
0x3303cf,surprise
0x28e743,surprise
0x1f9eb3,surprise
0x268735,surprise
0x1dd99e,surprise
0x21a8a3,surprise
0x366657,surprise
0x30b1ca,surprise
0x2592d5,surprise
0x387f17,surprise
0x362d9b,surprise
0x1dd71e,surprise
0x3465db,surprise
0x225994,surprise
0x3591a0,surprise
0x294413,surprise
0x34c124,surprise
0x363e73,surprise
0x31398f,surprise
0x3528ad,surprise
0x34cafe,surprise
0x31d6d8,surprise
0x1ea41b,surprise
0x38d153,surprise
0x27251e,surprise
0x35f2a2,surprise
0x20e489,surprise
0x1c97c7,surprise
0x384476,surprise
0x34eb5e,surprise
0x2cc261,surprise
0x1eff62,surprise
0x37edd1,surprise
0x2628c7,surprise
0x21cfad,surprise
0x260966,surprise
0x1e684f,surprise
0x1c806d,surprise
0x34db97,surprise
0x2c5bcf,surprise
0x258ef2,surprise
0x319085,surprise
0x26bfde,surprise
0x1fc4a7,surprise
0x346e7a,surprise
0x33fb1a,surprise
0x344f77,surprise
0x281b6a,surprise
0x3113da,surprise
0x33ea1f,surprise
0x2c1237,surprise
0x1d0b2f,surprise
0x313369,surprise
0x33acb3,surprise
0x1d4ce9,surprise
0x2e1a7c,surprise
0x2d2c43,surprise
0x278e95,surprise
0x1f4194,surprise
0x29e70b,surprise
0x34210b,surprise
0x2b207a,surprise
0x1fd85d,surprise
0x37921f,surprise
0x272b49,surprise
0x2907b5,surprise
0x29a3ef,surprise
0x1e70fc,surprise
0x2bc3f8,surprise
0x30e423,surprise
0x24f9cb,surprise
0x1e03e2,surprise
0x1d088f,surprise
0x202841,surprise
0x35853f,surprise
0x2b54fd,surprise
0x297897,surprise
0x2c8d2f,surprise
0x3688d5,surprise
0x26a3a8,surprise
0x29835d,surprise
0x32c676,surprise
0x369e42,surprise
0x38cc2d,surprise
0x279740,surprise
0x28d318,surprise
0x2e943e,surprise
0x29430f,surprise
0x1d2393,surprise
0x337ef8,surprise
0x1d4d4c,surprise
0x244f6f,surprise
0x27e34f,surprise
0x1ca5d7,surprise
0x1d3733,surprise
0x2356bf,surprise
0x320cb5,surprise
0x375108,surprise
0x314394,surprise
0x23e40b,surprise
0x2cecac,surprise
0x2ab5df,surprise
0x3668cb,surprise
0x29a429,surprise
0x2f6b8b,surprise
0x1e9b20,surprise
0x3178ea,surprise
0x1cd7af,surprise
0x2059e1,surprise
0x24a584,surprise
0x24c449,surprise
0x378154,surprise
0x2f9414,surprise
0x28c2ec,surprise
0x2a3524,surprise
0x31262a,surprise
0x28fd3e,surprise
0x285d98,surprise
0x30c8e0,surprise
0x21e2e8,surprise
0x310613,surprise
0x220f68,surprise
0x31b2bc,surprise
0x296b90,surprise
0x289fa0,surprise
0x316ad2,surprise
0x29e892,surprise
0x20bf35,surprise
0x1e8e0f,surprise
0x2553b1,surprise
0x1edb02,surprise
0x1f7ec6,surprise
0x2fa3e6,surprise
0x37948d,surprise
0x380750,surprise
0x33a091,surprise
0x35fad6,surprise
0x2aed1a,surprise
0x1da853,surprise
0x1ed65f,surprise
0x30e719,surprise
0x383378,surprise
0x24bde0,surprise
0x311d46,surprise
0x349a28,surprise
0x36027c,surprise
0x222abd,surprise
0x380968,surprise
0x2425c2,surprise
0x2d7645,surprise
0x238b94,surprise
0x1f215c,surprise
0x28ffe4,surprise
0x1e0904,surprise
0x1ef05e,surprise
0x324d42,surprise
0x38825e,surprise
0x2b35a2,surprise
0x2ee4a4,surprise
0x3776c2,surprise
0x28dab0,surprise
0x1f79c5,surprise
0x2a2f66,surprise
0x2e994e,surprise
0x25101a,surprise
0x1e5318,surprise
0x3352b9,surprise
0x298738,surprise
0x27b7f1,surprise
0x1f7be1,surprise
0x30b2f9,surprise
0x25fe66,surprise
0x374760,surprise
0x2bb0bb,surprise
0x28187e,surprise
0x22252e,surprise
0x24152f,surprise
0x310883,surprise
0x38d1b5,surprise
0x202731,surprise
0x25ccd7,surprise
0x38537a,surprise
0x1d2338,surprise
0x2c8546,surprise
0x24fb0b,surprise
0x369b7d,surprise
0x292473,surprise
0x27d179,surprise
0x2ed362,surprise
0x252fc1,surprise
0x2697ad,surprise
0x1ea83a,surprise
0x3554bf,surprise
0x21618a,surprise
0x29c493,surprise
0x26b7d1,surprise
0x2a8123,surprise
0x33e610,surprise
0x29b911,surprise
0x1e8765,surprise
0x20fa56,surprise
0x36a9cc,surprise
0x22689a,surprise
0x357228,surprise
0x205c3b,surprise
0x1d8211,surprise
0x24ce21,surprise
0x30f3d0,surprise
0x315ca9,surprise
0x247250,surprise
0x38a95d,surprise
0x2601cd,surprise
0x3590c1,surprise
0x2438e2,surprise
0x24d02f,surprise
0x29ab70,surprise
0x1dbf6c,surprise
0x2e1e9d,surprise
0x2988d4,surprise
0x2e9b45,surprise
0x21119f,surprise
0x25116b,surprise
0x382be6,surprise
0x237590,surprise
0x259d84,surprise
0x2605ca,surprise
0x2e5ad6,surprise
0x265c32,surprise
0x20bbd1,surprise
0x36c904,surprise
0x3729d6,surprise
0x2fe2a0,surprise
0x21935a,surprise
0x2f74ba,surprise
0x2b8bd3,surprise
0x2437df,surprise
0x287750,surprise
0x32124f,surprise
0x2f9d47,surprise
0x227e9e,surprise
0x2b6bd4,surprise
0x2cabb8,surprise
0x223247,surprise
0x2c285a,surprise
0x26aced,surprise
0x35f950,surprise
0x1d744c,surprise
0x3351b4,surprise
0x31f8d5,surprise
0x2202c2,surprise
0x1e8894,surprise
0x2891e4,surprise
0x224324,surprise
0x341c47,surprise
0x248bbf,surprise
0x2cd95b,surprise
0x236946,surprise
0x339f2e,surprise
0x2d75b9,surprise
0x2a4d3e,surprise
0x1f1df9,surprise
0x24c9de,surprise
0x1d87bc,surprise
0x375e39,surprise
0x1e1c6f,surprise
0x275923,surprise
0x2bfd9b,surprise
0x2b92ef,surprise
0x1c94da,surprise
0x344ccb,surprise
0x2cb77c,surprise
0x3351af,surprise
0x28250b,surprise
0x32ce31,surprise
0x374ea5,surprise
0x329004,surprise
0x38f864,surprise
0x22cc16,surprise
0x26be56,surprise
0x1d14e5,surprise
0x1ee45a,surprise
0x2f9a33,surprise
0x34c2b2,surprise
0x2f2407,surprise
0x2172c9,surprise
0x233b20,surprise
0x30e86e,surprise
0x37f2db,surprise
0x33915d,surprise
0x35d004,surprise
0x377894,surprise
0x38da59,surprise
0x253871,surprise
0x33f824,surprise
0x37ff67,surprise
0x279d09,surprise
0x1f6aa2,surprise
0x2bb2aa,surprise
0x2b65a3,surprise
0x32343c,surprise
0x206f2c,surprise
0x23fee6,surprise
0x34202a,surprise
0x35fb94,surprise
0x2930a2,surprise
0x1dda96,surprise
0x24a205,surprise
0x2f84a7,surprise
0x2e5b5f,surprise
0x2059b0,surprise
0x21ddd1,surprise
0x2d75bb,surprise
0x1d7ea0,surprise
0x29dfee,surprise
0x242974,surprise
0x26212e,surprise
0x2ada6e,surprise
0x1f76f3,surprise
0x214dad,surprise
0x1d5dd2,surprise
0x38e937,surprise
0x1e4bc8,surprise
0x30d838,surprise
0x25c857,surprise
0x2f496d,surprise
0x2a0613,surprise
0x33cffa,surprise
0x29dd77,surprise
0x3299ea,surprise
0x2ad403,surprise
0x212512,surprise
0x379c05,surprise
0x1d6174,surprise
0x249dc3,surprise
0x35780e,surprise
0x348ba0,surprise
0x25a551,surprise
0x2bab0f,surprise
0x3697ca,surprise
0x3636b9,surprise
0x310a38,surprise
0x3653a1,surprise
0x36facb,surprise
0x33da2d,surprise
0x1cf9b6,surprise
0x25f6ed,surprise
0x21fdd6,surprise
0x244e6b,surprise
0x2098b1,surprise
0x354da7,surprise
0x2a044d,surprise
0x23376f,surprise
0x3727e0,surprise
0x2d0f90,surprise
0x2ef8bd,surprise
0x2c156f,surprise
0x297310,surprise
0x248047,surprise
0x284425,surprise
0x336925,surprise
0x300903,surprise
0x2a42b2,surprise
0x2ad433,surprise
0x2f7af4,surprise
0x35c142,surprise
0x22dcfa,surprise
0x20b393,surprise
0x23613d,surprise
0x35ddb4,surprise
0x377b47,surprise
0x37a831,surprise
0x343b33,surprise
0x368583,surprise
0x252ec6,surprise
0x1ffc8e,surprise
0x38be10,surprise
0x205381,surprise
0x300210,surprise
0x1cd0a7,surprise
0x1c8974,surprise
0x250675,surprise
0x331799,surprise
0x215fdf,surprise
0x28e71b,surprise
0x26003b,surprise
0x317e5b,surprise
0x200cbf,surprise
0x32301e,surprise
0x22cb91,surprise
0x1e1d92,surprise
0x2fdd73,surprise
0x2accb7,surprise
0x242ed5,surprise
0x385f2e,surprise
0x1e266f,surprise
0x1f435d,surprise
0x1e55f7,surprise
0x1f9658,surprise
0x36435e,surprise
0x33ce9b,surprise
0x2ea88b,surprise
0x306da8,surprise
0x2a1ead,surprise
0x246cf5,surprise
0x37eb8d,surprise
0x2ad94b,surprise
0x3470ba,surprise
0x336c4a,surprise
0x27db37,surprise
0x1f4518,surprise
0x25d2ae,surprise
0x2ada4d,surprise
0x273f67,surprise
0x305782,surprise
0x3217ca,surprise
0x2ae935,surprise
0x2abecf,surprise
0x1ccdfb,surprise
0x1cb614,surprise
0x34ba3c,surprise
0x321ca1,surprise
0x241786,surprise
0x245e9c,surprise
0x256a45,surprise
0x3575c2,surprise
0x32391c,surprise
0x22e105,surprise
0x2613a6,surprise
0x325d42,surprise
0x217312,surprise
0x232b9f,surprise
0x335075,surprise
0x2fdc32,surprise
0x3529d9,surprise
0x37ada0,surprise
0x341276,surprise
0x20d975,surprise
0x28fb63,surprise
0x1e1060,surprise
0x2c131a,surprise
0x36f242,surprise
0x1e4e07,surprise
0x35ca8a,surprise
0x2ba3a6,surprise
0x2a8cdf,surprise
0x21eaa3,surprise
0x27e99e,surprise
0x21bdf2,surprise
0x2b8877,surprise
0x2c0000,surprise
0x2e0446,surprise
0x2eaf75,surprise
0x1fa0d5,surprise
0x262743,surprise
0x287bc3,surprise
0x33e152,surprise
0x332fc5,surprise
0x1f923a,surprise
0x29b2fb,surprise
0x263489,surprise
0x2ed482,surprise
0x2357a1,surprise
0x264fc2,surprise
0x25130f,surprise
0x30120f,surprise
0x2895df,surprise
0x36371f,surprise
0x24b131,surprise
0x2f2f6c,surprise
0x2f9f74,surprise
0x28583a,surprise
0x38194e,surprise
0x271a92,surprise
0x2d7e5a,surprise
0x2a5eba,surprise
0x350e9c,surprise
0x364709,surprise
0x26a8a2,surprise
0x21e58b,surprise
0x1e105e,surprise
0x286f38,surprise
0x28b3b9,surprise
0x21f977,surprise
0x1cf4e6,surprise
0x2c77d7,surprise
0x1eb01d,surprise
0x2457fe,surprise
0x2be576,surprise
0x20ec11,surprise
0x35d2c1,surprise
0x35f710,surprise
0x341384,surprise
0x200566,surprise
0x33bb93,surprise
0x2571ed,surprise
0x279d48,surprise
0x262ea1,surprise
0x380b2e,surprise
0x2eed38,surprise
0x22d379,surprise
0x32f143,surprise
0x38902a,surprise
0x24a441,surprise
0x2c54d0,surprise
0x2ce3b2,surprise
0x223744,surprise
0x215948,surprise
0x277dd2,surprise
0x314a7d,surprise
0x2c4b60,surprise
0x383868,surprise
0x3557de,surprise
0x2bd55e,surprise
0x2b6348,surprise
0x24ea3b,surprise
0x3596d4,surprise
0x2f4268,surprise
0x1d2841,surprise
0x346541,surprise
0x30ff86,surprise
0x1d1400,surprise
0x2336f1,surprise
0x25a20a,surprise
0x23cb40,surprise
0x327192,surprise
0x3887db,surprise
0x269576,surprise
0x2736bc,surprise
0x2e3f04,surprise
0x37cd0c,surprise
0x1c81c3,surprise
0x269a1a,surprise
0x22497b,surprise
0x217419,surprise
0x33399a,surprise
0x1d8b6c,surprise
0x365ad9,surprise
0x29f55c,surprise
0x26db0f,surprise
0x32f312,surprise
0x21c015,surprise
0x30a568,surprise
0x21a99b,surprise
0x3483c6,surprise
0x2af244,surprise
0x1d2bbc,surprise
0x24cb6a,surprise
0x270c22,surprise
0x1cfc1c,surprise
0x379637,surprise
0x34027f,surprise
0x20b129,surprise
0x2cf603,surprise
0x35a279,surprise
0x258196,surprise
0x25944a,surprise
0x37ac57,surprise
0x1ede46,surprise
0x256cb4,surprise
0x2513ab,surprise
0x269ab0,surprise
0x2ef3fb,surprise
0x38c7e2,surprise
0x2a266b,surprise
0x1e6ada,surprise
0x33dc9e,surprise
0x2f99b2,surprise
0x211e95,surprise
0x2cf2c9,surprise
0x274cb3,surprise
0x344c22,surprise
0x207780,surprise
0x331338,surprise
0x210283,surprise
0x34a1b3,surprise
0x2d050f,surprise
0x241714,surprise
0x1cf657,surprise
0x336308,surprise
0x3839d0,surprise
0x2d803e,surprise
0x2659d3,surprise
0x27c70b,surprise
0x2acd3e,surprise
0x38a14a,surprise
0x31ee1e,surprise
0x361e1b,surprise
0x2e87fb,surprise
0x338ff9,surprise
0x30d380,surprise
0x2bf897,surprise
0x291bea,surprise
0x26aaa8,surprise
0x3748a6,surprise
0x2acd37,surprise
0x2b3087,surprise
0x35be90,surprise
0x1cda89,surprise
0x2b170c,surprise
0x29ee4c,surprise
0x374f10,surprise
0x264e1b,surprise
0x1f45a5,surprise
0x36b4a0,surprise
0x29a831,surprise
0x28c12f,surprise
0x27ba4d,surprise
0x21dc5d,surprise
0x345112,surprise
0x1ffe77,surprise
0x275308,surprise
0x374db6,surprise
0x33779e,surprise
0x1f56bc,surprise
0x35cbc1,surprise
0x26c47a,surprise
0x1ed5fb,surprise
0x1ca866,surprise
0x263a97,surprise
0x1e3ba6,surprise
0x2585c3,surprise
0x2a2266,surprise
0x33a1cb,surprise
0x2c9241,surprise
0x2e4142,surprise
0x2bfef3,surprise
0x1cde9a,surprise
0x25d1ff,surprise
0x2a7fe8,surprise
0x2d4dc0,surprise
0x3827c7,surprise
0x2003fc,surprise
0x1dcb54,surprise
0x246fc8,surprise
0x34632c,surprise
0x3445b9,surprise
0x29a686,surprise
0x1f820a,surprise
0x200cb5,surprise
0x263dcc,surprise
0x1f0105,surprise
0x2e8c0e,surprise
0x38fd23,surprise
0x2f5f28,surprise
0x32aa2a,surprise
0x32edd1,surprise
0x1f2d10,surprise
0x234746,surprise
0x29ead2,surprise
0x2ea736,surprise
0x31adc5,surprise
0x277efa,surprise
0x35607c,surprise
0x296abd,surprise
0x315fdc,surprise
0x35c91c,surprise
0x314784,surprise
0x342bc6,surprise
0x230b68,surprise
0x2fbf02,surprise
0x30f913,surprise
0x3041cd,surprise
0x313612,surprise
0x2f1616,surprise
0x333528,surprise
0x38fb48,surprise
0x297b92,surprise
0x322b34,surprise
0x1cfd06,surprise
0x202100,surprise
0x29b844,surprise
0x373339,surprise
0x2d3669,surprise
0x1d5ef0,surprise
0x26e358,surprise
0x22e7c3,surprise
0x1eff77,surprise
0x1cceb2,surprise
0x207a0f,surprise
0x29a421,surprise
0x309412,surprise
0x298d95,surprise
0x1e269f,surprise
0x297c09,surprise
0x21258f,surprise
0x354be3,surprise
0x2a6d32,surprise
0x1e9098,surprise
0x2e56d0,surprise
0x2ec836,surprise
0x289f84,surprise
0x355adf,surprise
0x26820a,surprise
0x2b8069,surprise
0x374528,surprise
0x388621,surprise
0x31c15e,surprise
0x277630,surprise
0x2bb8db,surprise
0x1db452,surprise
0x36d1f3,surprise
0x274a01,surprise
0x3425a6,surprise
0x29a656,surprise
0x29247a,surprise
0x346ddf,surprise
0x30d627,surprise
0x34edb8,surprise
0x256012,surprise
0x21f6de,surprise
0x375e97,surprise
0x2a39f5,surprise
0x2a8e6a,surprise
0x2ca753,surprise
0x370f03,surprise
0x3693ca,surprise
0x204140,surprise
0x3777ec,surprise
0x319542,surprise
0x20e4f0,surprise
0x1f599b,surprise
0x2f35e3,surprise
0x32401a,surprise
0x36d310,surprise
0x21b591,surprise
0x209313,surprise
0x361884,surprise
0x3135d9,surprise
0x2b75dc,surprise
0x2bbfc0,surprise
0x29dc6e,surprise
0x33c9aa,surprise
0x1f7898,surprise
0x288a1f,surprise
0x1d7147,surprise
0x24e060,surprise
0x1e948f,surprise
0x382562,surprise
0x2e0941,surprise
0x292a44,surprise
0x228ae1,surprise
0x268a47,surprise
0x35cd2d,surprise
0x2f78fa,surprise
0x2d5807,surprise
0x34563c,surprise
0x2a3201,surprise
0x20ebbc,surprise
0x2dd3de,surprise
0x2452be,surprise
0x38647d,surprise
0x371c2c,surprise
0x27bf41,surprise
0x2315a5,surprise
0x32c661,surprise
0x2b65c7,surprise
0x2be907,surprise
0x38eac0,surprise
0x3625ae,surprise
0x2d2ad5,surprise
0x285ebc,surprise
0x222aef,surprise
0x2a3ee6,surprise
0x227ebb,surprise
0x1fc3cc,surprise
0x383866,surprise
0x371b70,surprise
0x242afe,surprise
0x332512,surprise
0x317379,surprise
0x2f86af,surprise
0x2bc778,surprise
0x1c8ebc,surprise
0x2e456f,surprise
0x2b81de,surprise
0x25398a,surprise
0x1fb3de,surprise
0x1e3c4a,surprise
0x30c813,surprise
0x26697d,surprise
0x325c9a,surprise
0x2e3b92,surprise
0x1fb45b,surprise
0x2e05c7,surprise
0x3137f9,surprise
0x2c6d51,surprise
0x266d46,surprise
0x38dea5,surprise
0x1de202,surprise
0x386747,surprise
0x352f71,surprise
0x2965d7,surprise
0x29d4cb,surprise
0x2a7c7d,surprise
0x36a5fa,surprise
0x275390,surprise
0x2d2238,surprise
0x263ff5,surprise
0x2297ab,surprise
0x346b2e,surprise
0x2d272c,surprise
0x2dd806,surprise
0x30d3b9,surprise
0x2497e9,surprise
0x256389,surprise
0x27ebef,surprise
0x1fbd37,surprise
0x1ef196,surprise
0x26e69d,surprise
0x1f0b99,surprise
0x3285cd,surprise
0x31279e,surprise
0x2d3fce,surprise
0x335924,surprise
0x1f36aa,surprise
0x3497b3,surprise
0x381b7b,surprise
0x263fc5,surprise
0x334fc7,surprise
0x2fd116,surprise
0x1fc013,surprise
0x2a4a6b,surprise
0x3402f4,surprise
0x37037a,surprise
0x30042f,surprise
0x2d8631,surprise
0x232f2d,surprise
0x241d18,surprise
0x1e3bc2,surprise
0x353796,surprise
0x387a93,surprise
0x2aecbb,surprise
0x2ef01e,surprise
0x2e62ab,surprise
0x32c27b,surprise
0x21c8af,surprise
0x2282ba,surprise
0x2814ba,surprise
0x2be8bf,surprise
0x379c00,surprise
0x348582,surprise
0x1f83bb,surprise
0x38be5b,surprise
0x2a34e5,surprise
0x330557,surprise
0x29ca2d,surprise
0x32e7d9,surprise
0x29762b,surprise
0x366ea4,surprise
0x29aad1,surprise
0x328212,surprise
0x2f0277,surprise
0x294d32,surprise
0x27a96a,surprise
0x282eb3,surprise
0x283be1,surprise
0x2941ad,surprise
0x24596c,surprise
0x31f64d,surprise
0x3361cc,surprise
0x317956,surprise
0x2bf381,surprise
0x33f68b,surprise
0x2b53cd,surprise
0x318d94,surprise
0x280bdf,surprise
0x38d996,surprise
0x31699f,surprise
0x28092a,surprise
0x381d2e,surprise
0x24942f,surprise
0x2d8812,surprise
0x2f92c0,surprise
0x306fcd,surprise
0x24ff31,surprise
0x2940d2,surprise
0x1cd6cc,surprise
0x381a7b,surprise
0x3634dd,surprise
0x204b6a,surprise
0x28ba94,surprise
0x303185,surprise
